time	V	A	W	W/h	usage_c0	usage_c1	usage_c2	usage_c3	usage_c4	usage_c5	usage_c6	usage_c7	temp_c4	temp_c5	temp_c6	temp_c7
1614911083.03	0.0	0.067	0.0	0.0	0.0	0.108	0.004	0.004	0.0	50.0	50.0	51.0	48.0	
1614911083.23	0.0	0.1	0.0	0.0	0.0	0.952	0.143	0.0	0.0	63.0	53.0	53.0	49.0	
1614911083.43	0.0	0.1	0.0	0.0	0.0	1.0	0.136	0.0	0.0	65.0	55.0	54.0	51.0	
1614911083.63	0.0	0.053	0.0	0.0	0.0	1.0	0.091	0.0	0.0	66.0	56.0	55.0	51.0	
1614911083.83	0.0	0.1	0.0	0.0	0.0	1.0	0.143	0.0	0.0	67.0	57.0	56.0	52.0	
1614911084.04	6.584	0.1	0.0	0.0	0.0	1.0	0.167	0.0	0.0	68.0	57.0	56.0	52.0	
1614911084.24	6.584	0.15	0.737	0.0	0.0	1.0	0.263	0.474	0.05	68.0	60.0	60.0	54.0	
1614911084.44	6.584	0.0	0.571	0.0	0.0	1.0	0.1	0.05	0.0	69.0	59.0	58.0	54.0	
1614911084.64	6.584	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	69.0	59.0	58.0	54.0	
1614911084.84	6.584	0.05	0.0	0.0	0.0	1.0	0.048	0.0	0.0	69.0	59.0	58.0	54.0	
1614911085.04	6.584	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	69.0	59.0	58.0	54.0	
1614911085.24	6.805	0.053	0.0	0.0	0.0	1.0	0.0	0.1	0.0	69.0	59.0	59.0	54.0	
1614911085.44	6.805	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	70.0	59.0	59.0	54.0	
1614911085.64	6.805	0.0	0.0	0.0	0.0	1.0	0.095	0.0	0.0	70.0	59.0	59.0	54.0	
1614911085.84	6.805	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	70.0	60.0	59.0	54.0	
1614911086.04	6.84	0.05	0.0	0.0	0.0	1.0	0.05	0.048	0.0	70.0	60.0	59.0	55.0	
1614911086.24	6.84	0.095	0.0	0.0	0.0	1.0	0.048	0.0	0.0	70.0	60.0	59.0	55.0	
1614911086.44	6.84	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	70.0	60.0	59.0	55.0	
1614911086.64	6.84	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	70.0	60.0	59.0	55.0	
1614911086.84	6.84	0.05	0.0	0.0	0.0	1.0	0.095	0.0	0.0	71.0	60.0	60.0	55.0	
1614911087.04	6.867	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	60.0	60.0	55.0	
1614911087.24	6.867	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	60.0	60.0	55.0	
1614911087.44	6.867	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	60.0	60.0	55.0	
1614911087.64	6.867	0.05	0.0	0.0	0.0	1.0	0.048	0.0	0.0	71.0	60.0	60.0	55.0	
1614911087.84	6.867	0.05	0.0	0.0	0.0	1.0	0.05	0.0	0.0	71.0	60.0	60.0	55.0	
1614911088.04	6.867	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	55.0	
1614911088.24	6.859	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	55.0	
1614911088.44	6.859	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	56.0	
1614911088.64	6.859	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	56.0	
1614911088.84	6.859	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	56.0	
1614911089.04	6.859	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	56.0	
1614911089.24	6.855	0.048	0.0	0.0	0.0	1.0	0.05	0.0	0.0	71.0	61.0	60.0	56.0	
1614911089.44	6.855	0.053	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	56.0	
1614911089.64	6.855	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71.0	61.0	60.0	56.0	
1614911089.84	6.855	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	60.0	56.0	
1614911090.04	6.813	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	61.0	56.0	
1614911090.24	6.813	0.1	0.0	0.0	0.0	1.0	0.05	0.0	0.0	71.0	61.0	60.0	56.0	
1614911090.44	6.813	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	60.0	56.0	
1614911090.64	6.813	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	61.0	56.0	
1614911090.84	6.813	0.053	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	61.0	56.0	
1614911091.04	6.836	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	61.0	56.0	
1614911091.24	6.836	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	61.0	61.0	56.0	
1614911091.44	6.836	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911091.65	6.836	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911091.85	6.836	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911092.05	6.836	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.048	72.0	62.0	61.0	56.0	
1614911092.25	6.901	0.095	0.0	0.0	0.0	1.0	0.095	0.0	0.0	72.0	62.0	61.0	56.0	
1614911092.45	6.901	0.0	0.0	0.0	0.0	1.0	0.091	0.0	0.0	72.0	62.0	61.0	56.0	
1614911092.65	6.901	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911092.85	6.901	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911093.05	6.901	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911093.25	6.867	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911093.45	6.867	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	56.0	
1614911093.65	6.867	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911093.85	6.867	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911094.05	6.867	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911094.25	6.878	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911094.45	6.878	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911094.65	6.878	0.053	0.0	0.0	0.0	1.0	0.048	0.0	0.0	72.0	62.0	61.0	57.0	
1614911094.85	6.878	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911095.05	6.893	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911095.25	6.893	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	62.0	61.0	57.0	
1614911095.45	6.893	0.105	0.0	0.0	0.0	1.0	0.095	0.0	0.048	72.0	62.0	62.0	57.0	
1614911095.65	6.893	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	61.0	57.0	
1614911095.85	6.893	0.143	0.0	0.0	0.0	1.0	0.0	0.048	0.0	73.0	62.0	61.0	57.0	
1614911096.05	6.916	0.053	0.0	0.0	0.0	1.0	0.05	0.0	0.0	73.0	62.0	61.0	57.0	
1614911096.25	6.916	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	61.0	57.0	
1614911096.45	6.916	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911096.65	6.916	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911096.85	6.916	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911097.05	6.916	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911097.25	6.905	0.053	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911097.45	6.905	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911097.65	6.905	0.05	0.0	0.0	0.0	1.0	0.05	0.0	0.0	73.0	62.0	62.0	57.0	
1614911097.85	6.905	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911098.05	6.874	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	63.0	62.0	57.0	
1614911098.25	6.874	0.0	0.0	0.0	0.0	1.0	0.048	0.048	0.0	73.0	62.0	62.0	57.0	
1614911098.45	6.874	0.05	0.0	0.0	0.0	1.0	0.05	0.0	0.0	73.0	63.0	62.0	57.0	
1614911098.65	6.874	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	62.0	62.0	57.0	
1614911098.85	6.874	0.1	0.0	0.0	0.0	1.0	0.05	0.0	0.0	73.0	63.0	62.0	57.0	
1614911099.05	6.882	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	63.0	62.0	57.0	
1614911099.25	6.882	0.05	0.0	0.0	0.0	1.0	0.05	0.0	0.0	73.0	63.0	62.0	57.0	
1614911099.45	6.882	0.05	0.0	0.0	0.0	1.0	0.05	0.0	0.0	73.0	63.0	62.0	57.0	
1614911099.66	6.882	0.0	0.0	0.0	0.0	1.0	0.048	0.0	0.0	73.0	63.0	62.0	57.0	
1614911099.86	6.882	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	73.0	63.0	62.0	57.0	
